中文单位名,英文单位名
,"Engineering Technology Research Center of Small Watershed Conservancy University of Henan Province, Kaifeng, China;"
,"Engineering Technology Research Center of Small Watershed Conservancy University of Henan Province, Kaifeng, Henan, China ;"
,"Engineering Training Center, Guangxi Science and Technology University, Liuzhou, 545006, China
;"
,"Engineering Training Center, Zhengzhou, University of Light Industry, No. 5, Dongfeng Road, Zhengzhou, 450002, China
;"
,"Engineers Soldiers College, Xuzhou, China ;"
,"English Department ,  Hefei Preschool Education College, Hefei, Anhui Province"
,"English Department of College of Foreign Languages, Jiamusi University, Heilongjiang Jiamusi"
,"Engn Coll APF, Key Lab Network & Informat Secur APF, Xian 710086, Peoples R China
;"
,"Engn Coll APF, Key Lab Network & Informat Secur APF, Xian 710086, Peoples R China
;"
,"Engn Coll APF, Key Lab Network & Informat Secur APF, Xian 710086, Shaanxi, Peoples R China
;"
,"Engn Coll APF, Lab Informat & Network APF, Xian 710086, Peoples R China
;"
,"Engn Technol Res Ctr Chinese MateriaMed Qual Univ, Guangzhou, Guangdong, Peoples R China
;"
,"Engn Univ APF, Key Lab Network & Informat Secur APF, Hefei, Anhui, Peoples R China"
,"Ening Med Coll, Sch Pharm, Rizhao 276800, Peoples R China"
,"Environment and Conservation, Murdoch University, Perth, WA, China;"
,"Environment Management College of China, Qinghuangdao, China ;"
,"Environment Management College of China, Qinhuangdao, China;"
,"Environmental and Ecological Engineering, Purdue University, West Lfayette"
,"Environmental and Sustainability Institute, University of Exeter Penryn Campus, Penryn"
,"Environmental Management College of China, China ;"
,"Environmental Management College of China, Qinhuangdao, China ;"
,"Environmental Management College of China, Qinhuangdao, Hebei, China ;"
,"Environmental Management College of China,, Qinhuangdao,, Hebei,, China ;"
,"Environmental Science and Engineering Department in Southwest Forestry University, Yunnan 650224, China ;"
,Environmental Studies at Vassar College ;
,"Environmental Technology and Management, Link?ping University, Link?ping"
,"EOLE Laboratory, Faculty of Technology, University of Tlemcen, Bp 230, Tlemcen"
,"Equipment Engineering College, Engineering University of APF, Xi'an, 710086, China
;"
,"Equipment Engineering College, Engineering University of APF, Xi'an, China
;"
,"Equipment Manufacturing School, Engineering University of Hebei, Handan, China ;"
,"Erasmus China Law Centre, Erasmus School of Law, Erasmus University of Rotterdam, Rotterdam, Netherlands ;"
,"Erzincan Binali Y?ld?r?m University, Department of Civil Engineering, Yaln?zba? Campus, Erzincan"
,"Escuela Profesional de Ingeniería de Sistemas, Universidad Nacional de San Agustín de Arequipa, Characato"
,"EU International Relations and Diplomacy Department, EU-China Research Centre, College of Europe, Brugge, Belgium
;"
,"European Centre for Environment and Human Health, University of Exeter Medical School ;"
,"Experimental and Computational Mechanics Laboratory, Universidad Autónoma de Manizales, Antigua Estación del Ferrocarril, Edificio Fundadores C.P., Manizales"
,"Ezhou Univ, Dept Comp, Ezhou, Hubei, Peoples R China"
,"Facoltà di Giurisprudenza, Università degli Studi di Trento, Via Verdi 53, 38122, Trento, Italia ;"
,"Faculty of a Faculty of Mechanical Engineering and Mechatronics, Polytechnic University of Bucharest, Bucharest"
,"Faculty of Agriculture, University of Belgrade, Kraljice Marije 16, Belgrade, 11120
;"
,"Faculty of Applied Science and Technology, University of Kashmir, J and K"
,"Faculty of Biological and Environmental Science, ZhejiangWanli University, 315100, Ningbo, China
;"
,"Faculty of Chemical Engineering, Universiti Teknologi MARA, Permatang Pauh"
,"Faculty of Chemistry, Center for Ecological Safety, Yerevan State University, Yerevan"
,"Faculty of Civil Engineering, University of Transport and Communications, Hanoi"
,"Faculty of Commerce and Accountancy, Chulalongkorn University, Bangkok"
,"Faculty of Computer Sci. and Eng., Xi'an Univ. of Technol., Xi'an, China ;"
,"Faculty of Decorative Arts, Silpakorn University, Bangkok"
,"Faculty of Education, Souphanouvong University, Luangprabang"
,"Faculty of Electrical and Computer Science Engineering, Tarbiat Modares University, Tehran"
,"Faculty of Electrical and Control Engineering of Liao Ning Technical University, Huludao, 125105, China
;"
,"Faculty of Electrical and Information Engineering, Huainan Normal Universty, Huainan, Anhui, China
;"
,"Faculty of Electrical Engineering, Beijing New Media Technical College, Beijing, China ;"
,"Faculty of Electromechanical and Traffic Engineering, Nantong Science and Technology College, Nantong"
,"Faculty of Energy Management, Electric Power University, Hanoi"
,"Faculty of Engineering and Applied Science, University of Regina, SK"
,"Faculty of Engineering and Architecture, Ghent University, Research Group on Dynamical Systems and Control, Technologiepark 914, Zwijnaarde"
,"Faculty of Engineering and Green Technology, Universiti Tunku Abdul Rahman, Jalan Universiti Bandar Barat, Kampar"
,"Faculty of Engineering and Green Technology, Universiti Tunku Abdul Rahman, Jalan Universiti Bandar Barat, Kampar"
,"Faculty of Engineering and Information Sciences, University of Wollongong, Wollongong"
,"Faculty of Engineering, University of Geosciences, Wuhan, 430074, China
;"
,"Faculty of Engineering, University of Windsor, Windsor"
,"Faculty of Finance and Accounting, University of Economics, Prague and Institute of Economic Studies, Faculty of Social Sciences, Charles University, Prague ;"
,"Faculty of General Education, Zhengzhou Technology and Business University, Henan"
,"Faculty of Health Science, Suzuka University of Medical Science ;"
,"Faculty of Hydrocarbons, University of Ouargla, Ouargla"
,"Faculty of Information Technology and Communication Sciences, Tampere University, Tampere"
,"Faculty of Information Technology, Satya Wacana Christian University, Salatiga"
,"Faculty of Materials & Energy, Soutwest University, Chongqing, China ;"
,"Faculty of Materials and Energy, South West University, Chongqing, China ;"
,"Faculty of Materials Science and Chemistry University of Geosciences, Wuhan, China ;"
,"Faculty of Materials Science and Engineering, Kunmng University of Science and Technology, Kunming, China ;"
,"Faculty of Mechanical Engineering and Automation, Zhejiang Science and Technology University, Hangzhou, 310018, China
;"
,"Faculty of Mechanical Engineering, Department of Mechanics, Material Science and Engineering, Wroc?aw University of Science and Technology, Smoluchowskiego 25, Wroc?aw"
,"Faculty of Mechanical Engineering, University of Ljubljana, A?ker?eva 6, Ljubljana"
,"Faculty of Metallurgy and Materials, Kunming College of Metallurgy, Kunming, China ;"
,"Faculty of Process and Environmental Engineering, Lodz University of Technology, ul. Wolczanska 213, Lodz"
,"Faculty of Public Administration, Shanxi University of Finance and Economic, Taiyuan"
,"Faculty of Pure and Applied Science, Institute of Applied Physics, University of Tsukuba, 1-1-1 Tennoudai, Tsukuba, Ibaraki"
,"Faculty of Science and Technology, University of Canberra, Canberra"
,"Faculty of Science, Xi'an Aeaonautical University, Xi'an, China ;"
,"Faculty of Sciences Semlalia, Laboratory of Applied Organic Chemistry, Department of Chemistry, Cadi Ayyad University ;"
,"Fakult?t für Ingenieurwissenschaften, Abteilung Informatik und Angewandte Kognitionswissenschaft, Universit?t Duisburg-Essen, Lotharstra?e 65, Duisburg"
,"Fault Deformation, Sealing and Fluid Migration Scicncc and Technology Innovation Team in Colleges, Universities of Heilongjiane, Daqing, Heilongjiang, China;"
,"Fault Deformation, Sealing and Fluid Migration Science and Tech. Innovation Team in Colleges and Univ. of Heilongjiang, Daqing, China ;"
,"Fcgian Normal Univ, Fujian Prov Key Lab Plant Ecophysiol, Fuzhou, Fujian, Peoples R China"
,"Fcjian Agr & Forestry Univ, Coll Food Sci, Fuzhou, Fujian, Peoples R China
;"
,"FCLAB, Univ. Bourgogne Franche-Comté, UTBM, CNRS, Rue Ernest Thierry Mieg, Belfort"
,"Fduan Univ, Inst Brain Sci, Shanghai, Peoples R China
;"
,"Fed Univ Sao Carlos UFSCar, Sorocaba, *, *"
,"FEMTO-ST Institute, Univ. Bourgogne Franche-Comté, UTBM, CNRS, Rue Ernest Thierry Mieg, Belfort"
,"FianZhu Univ, Sch Informat & Control Engn, Shenyang 110168, Liaoning, Peoples R China
;"
,"Filin Univ, Coll Vet Med, Minist Educ, Key Lab Zoonosis, 5333 Xian Rd, Changchun 130062, Peoples R China
;"
,"Filin Univ, Sch Pharmaceut Sci, Changchun, Jilin, Peoples R China
;"
,"FilM Univ, State Key Lab Automot Simulat & Control, Changchun 130022, Jilin, Peoples R China
;"
,"FilM Univ, State Key Lab Inorgan Synth & Preparat Chem, Changchun 130012, Peoples R China"
,"Filozofska fakulteta Univerze v Ljubljani, Institut Jo?ef Stefan
;"
,"finance in the Stetson School of Business and Economics, Mercer University in, Macon, GA
;"
,"Fining Med Univ, Inst Neurobiol, Rizhao 272067, Shandong, Peoples R China
;"
,"Fining Univ, Dept Chem & Chem Engn, Qufu 273155, Shandong, Peoples R China"
,"First Aeronaut Coll, Dept Aeronaut Elect Engn, Xinyang 464000, Henan, Peoples R China"
,"First Affiliated Hosp Coll Med, Collaborat Innovat Ctr Diag & Treatment Infect Di, State Key Lab Diagnost & Treatment Infect Dis, Hangzhou, Zhejiang, Peoples R China
;"
,"First Affiliated Hospital of Henan College of Traditional Chinese Medicine, Zhengzhou, China ;"
,"First Affiliated Hospital of Jiamusi University, Jiamusi, China
;"
,"First Affiliated Hospital, Chongqing Medical Science University, Chongqing, 400016, China
;"
,"First Clin Med Coll, Dept Psychiat, Harbin, Peoples R China"
,"First Department of Orthopaedics, Affiliated Hospital of Medical College, Xi'an Jiantong University, Shaanxi, China. [email protected] ;"
,"Flaying Univ, Sch Math, Meizhou 514015, Peoples R China"
,"Flight Technology and Test Centre (FTTC), Faculty of Mechanical Engineering, Universiti Teknologi MARA (UiTM), Shah Alam, Selangor DE"
,"Fo Guang Univ, Dept Commun, Yi Land, Peoples R China
;"
,"Fo Shan Univ, Sch Transportat & Civil Engn & Architecture, Foshan 528000, Guangdong, Peoples R China
;"
,"Food and Chemical Engineering Department, College of Henan Quality Project, Pingdingshan, China
;"
,"Food Science and Engineering, Central South Forestry University of Science and Technology University, Changsha, China ;"
,"Fordham Univ, *, *, *
;"
,"Foreign Language College of Anyang University, Anyang"
,"Foreign Language College, Nan Yang Institute of Technology, Henan, China ;"
,"Foreign Language Department, Shaoguan University, Shaoguan"
,"Foreign Studies Department, Shandong Women's University, Jinan, Shandong Province"
,"Forens Sci Engn Res Ctr Univ Chongqing, 301 Baosheng Ave, Chongqing 401120, Peoples R China
;"
,"Forens Sci Engn Res Ctr Univ Chongqing, Chongqing, Peoples R China
;"
,"Forensic Judicial Appraisal Institute, Affiliated Hospital of Chifeng University, Chifeng, China ;"
,"Forensic Medicine School, Shan Xi Mediacal University, Taiyuan, China
;"
,"Forest Univ Southwestern China, Kunming 650224, Yunnan, Peoples R China
;"
,"Forestry Coll Inner Mongolia Agr Univ, Hohhot 010019, Peoples R China
;"
,"Forestry College of Giuzhou University, Guizhou, China
;"
,"Foshan Nanhai Guangdong Technol Univ, CNC Equipment Cooperat Innovat Inst, Foshan 528000, Guangdong, Peoples R China
;"
,"Foshan Nanhai Guangdong Technol Univ, CNC Equipment Cooperat Innovat Inst, Foshan 528000, Peoples R China
;"
,"Foshan Nanhai Guangdong Technol Univ, CNC Equipment Cooperat Innovat Inst, Foshan, Peoples R China
;"
,"Foshan Nanhai Guangdong Technology University CNC Equipment Innovation Institute, Foshan, China ;"
,"Foshan Polytech Coll, Dept Mech & Elect Engn, Foshan 528137, Peoples R China"
,"Foshan Polytech Coll, Elect Informat Dept, Foshan, Guangdong 528137, Peoples R China"
,"Foshan Polytech Coll, Sch Finance & Econ Management, Foshan, Peoples R China
;"
,"Foshan Polytechnic College, Foshan, China;"
,"Fourth Med Univ, Xjing Hosp, Dept Radiol, Xian, Shaanxi, Peoples R China"
,"Fourth MilitaryMed Univ, Tangdu Hosp, Dept Neurol, Xian 710038, Peoples R China"
,"Fourth Millitary Med Univ, Dept Immunol, State Key Lab Canc Biol, Xian 710069, Shaanxi, Peoples R China"
,"Fourth Peoples Hosp Jinan, Dept Cardiol, Sch Med, Tai Shan Med Coll, Jinan 250031, Peoples R China"
,"Free Univ Berlin, China Studies, Grad Sch East Asian Studies, Berlin, Germany"
,"Free Univ Berlin, Inst China Studies, Berlin, Germany"
,"Free Univ Berlin, Inst China Studies, Berlin, Germany"
,"Free Univ Berlin, Inst China Studies, Fabeckstr 23-25, D-14195 Berlin, Germany"
,"Free Univ Berlin, Inst Sinol China Studies, Berlin, Germany"
,"Friedrich-Alexander University Erlangen-Nürnberg (FAU), Department of Insurance Economics and Risk Management ;"
,"Friedrich-Alexander-Universit?t Erlangen-Nürnberg, Institute of Separation Science and Technology, Egerlandstrasse 3, Erlangen"
,"Friedrich-Alexander-Universit?t Erlangen-Nürnberg, Institute of Separation Science and Technology, Egerlandstrasse 3, Erlangen"
,"Fu Jian Med Univ, Sch Nursing, Fuzhou, Fujian, Peoples R China
;"
,"Fu Yang Teachers Coll, Sch Life Sci, Fu Yang, Anhui, Peoples R China
;"
,"Fuclan Univ, Dept Radiat Oncol, Shanghai Canc Ctr, Shanghai 200032, Peoples R China"
,"FudanUniv, Sch Pharm, Shanghai, Peoples R China"
,"Fudcm Univ, Sch Econ, 220 Handan Rd, Shanghai 200433, Peoples R China"
,"Fuijan Med Univ, Fac Pharm, Dept Pharmaceut Anal, Fuzhou 350004, Fujian, Peoples R China
;"
,"Fuijan Normal Univ, Fuzhou, Fuijan, Peoples R China"
,"Fujain Normal Univ, Coll Geog Sci, Key Lab Subtrop Mt Ecol, Fuzhou, Fujian, Peoples R China
;"
,"Fujian A & Univ, Coll Hort, Fujian Prov Key Lab Plant Funct Biol, Fuzhou 350002, Fujian, Peoples R China
;"
,"Fujian Business Univ, Dept Engn Management, Fuzhou 350012, Fujian, Peoples R China
;"
,"Fujian Business Univ, Dept Fdn, Fuzhou 350012, Fujian, Peoples R China
;"
,"Fujian Business Univ, Dept Tourism & Hotel Management, Fuzhou 350012, Fujian, Peoples R China
;"
,"Fujian Business Univ, Dept Tourism, Fuzhou, Fujian, Peoples R China
;"
